Age,BMI,Pregnancy Age,Family History,Radiation Exposure,Birth Control,Menstrual Cycle Age,Last Menstrual Cycle Age,Hormone Therapy,Alcohol Consumption,Inherited Gene,Previous History,Hormonal,Dense Breast Tissue,Risk,Consequent,agg,pregage,lm,mc,bi
84.88442244,20.47337294,9.161386139,Absent,Moderate,None,11.63280528,55.10059406,Low,High,Absent,Present,Balanced,Present,Moderate,0.136288986,Middle-aged,Middle-aged,Middle-aged,Young,Low
84.9460006,20.46477468,9.132871287,Absent,Low,Low,11.63189319,55.11071107,High,Moderate,Present,Present,Balanced,Absent,Moderate,0.135831356,Middle-aged,Young,Middle-aged,Young,Low
85.00757876,20.45617642,9.104356436,Absent,Low,Low,11.6309811,55.12082808,None,None,Absent,Present,Balanced,Absent,High,0.135373725,Older,Young,Middle-aged,Young,Low
85.06915692,20.44757816,9.075841584,Absent,Moderate,Low,11.63006901,55.13094509,High,Low,Present,None,Imbalanced,Present,Moderate,0.134916095,Young,Young,Older,Young,Moderate
85.13073507,20.4389799,9.047326733,Present,Moderate,Low,11.62915692,55.14106211,High,None,Absent,Present,Imbalanced,Present,Moderate,0.134458465,Young,Young,Middle-aged,Young,Moderate
85.19231323,20.43038164,9.018811881,Present,Moderate,High,11.62824482,55.15117912,None,None,Present,None,Balanced,Absent,Low,0.134000835,Older,Middle-aged,Middle-aged,Young,Moderate
85.25389139,20.42178338,8.99029703,Present,Low,Moderate,11.62733273,55.16129613,Moderate,Moderate,Absent,Present,Balanced,Absent,Low,0.133543205,Middle-aged,Young,Middle-aged,Young,Low
85.31546955,20.41318512,8.961782178,Absent,Low,High,11.62642064,55.17141314,None,High,Absent,None,Balanced,Absent,Moderate,0.133085575,Young,Young,Middle-aged,Young,Low
85.3770477,20.40458686,8.933267327,Present,Moderate,High,11.62550855,55.18153015,Moderate,Low,Absent,None,Imbalanced,Absent,High,0.132627945,Middle-aged,Young,Middle-aged,Young,Moderate
85.43862586,20.3959886,8.904752475,Present,Low,Moderate,11.62459646,55.19164716,None,Moderate,Absent,None,Balanced,Present,Moderate,0.132170314,Middle-aged,Young,Middle-aged,Young,Moderate
85.50020402,20.38739034,8.876237624,Present,High,High,11.62368437,55.20176418,High,Low,Present,None,Balanced,Absent,Low,0.131712684,Middle-aged,Young,Middle-aged,Young,Low
85.56178218,20.37879208,8.847722772,Absent,Moderate,High,11.62277228,55.21188119,Low,High,Present,Present,Balanced,Absent,Moderate,0.131255054,Middle-aged,Young,Older,Young,High
85.62336034,20.37019382,8.819207921,Present,High,Moderate,11.62186019,55.2219982,None,None,Absent,Present,Balanced,Absent,Low,0.130797424,Young,Young,Middle-aged,Young,Low
85.68493849,20.36159556,8.790693069,Absent,Moderate,Low,11.62094809,55.23211521,Low,Low,Present,Present,Imbalanced,Present,Moderate,0.130339794,Young,Young,Middle-aged,Young,High
85.74651665,20.3529973,8.762178218,Present,High,High,11.620036,55.24223222,Moderate,Moderate,Absent,Present,Imbalanced,Absent,Moderate,0.129882164,Middle-aged,Young,Older,Young,Low
85.80809481,20.34439904,8.733663366,Absent,Moderate,Moderate,11.61912391,55.25234923,Low,Moderate,Absent,Present,Balanced,Present,Moderate,0.129424534,Middle-aged,Middle-aged,Middle-aged,Young,Low
85.86967297,20.33580078,8.705148515,Present,Moderate,Low,11.61821182,55.26246625,Moderate,None,Absent,None,Balanced,Absent,Moderate,0.128966904,Older,Young,Middle-aged,Young,High
85.93125113,20.32720252,8.676633663,Absent,Low,Moderate,11.61729973,55.27258326,Moderate,Low,Absent,None,Imbalanced,Present,High,0.128509273,Middle-aged,Young,Middle-aged,Young,Low
85.99282928,20.31860426,8.648118812,Absent,High,Moderate,11.61638764,55.28270027,Moderate,High,Present,None,Balanced,Absent,Low,0.128051643,Older,Young,Older,Young,Moderate
86.05440744,20.310006,8.61960396,Absent,High,High,11.61547555,55.29281728,None,High,Present,None,Imbalanced,Absent,Low,0.127594013,Young,Young,Middle-aged,Young,High
86.1159856,20.30140774,8.591089109,Present,Low,None,11.61456346,55.30293429,None,Moderate,Absent,None,Balanced,Absent,High,0.127136383,Young,Middle-aged,Middle-aged,Young,High
86.17756376,20.29280948,8.562574257,Present,High,None,11.61365137,55.31305131,None,Low,Absent,None,Balanced,Absent,Moderate,0.126678753,Young,Middle-aged,Middle-aged,Young,Low
86.23914191,20.28421122,8.534059406,Present,High,None,11.61273927,55.32316832,Low,High,Present,None,Balanced,Present,High,0.126221123,Young,Young,Middle-aged,Young,Low
86.30072007,20.27561296,8.505544554,Absent,High,Moderate,11.61182718,55.33328533,None,Moderate,Present,Present,Balanced,Present,Low,0.125763493,Young,Middle-aged,Older,Young,Low
86.36229823,20.2670147,8.477029703,Absent,Low,None,11.61091509,55.34340234,Moderate,Moderate,Present,None,Imbalanced,Present,Low,0.125305862,Middle-aged,Middle-aged,Older,Young,High
86.42387639,20.25841644,8.448514851,Present,Moderate,High,11.610003,55.35351935,Low,None,Absent,Present,Balanced,Absent,High,0.124848232,Young,Young,Middle-aged,Young,Low
86.48545455,20.24981818,8.42,Present,Moderate,Moderate,11.60909091,55.36363636,Moderate,Low,Present,None,Balanced,Absent,High,0.124390602,Older,Young,Middle-aged,Young,Low
86.5470327,20.24121992,8.391485149,Present,Moderate,High,11.60817882,55.37375338,None,High,Absent,None,Balanced,Absent,High,0.123932972,Older,Young,Older,Young,Moderate
86.60861086,20.23262166,8.362970297,Present,High,Low,11.60726673,55.38387039,Moderate,Moderate,Absent,Present,Imbalanced,Present,Moderate,0.123475342,Young,Young,Middle-aged,Young,Moderate
86.67018902,20.2240234,8.334455446,Present,Moderate,Moderate,11.60635464,55.3939874,Low,Low,Present,None,Imbalanced,Absent,Low,0.123017712,Middle-aged,Middle-aged,Middle-aged,Young,Low
86.73176718,20.21542514,8.305940594,Present,Moderate,None,11.60544254,55.40410441,Moderate,Low,Present,None,Imbalanced,Present,Low,0.122560082,Young,Middle-aged,Middle-aged,Young,Moderate
86.79334533,20.20682688,8.277425743,Absent,High,Moderate,11.60453045,55.41422142,Moderate,Moderate,Present,None,Imbalanced,Absent,Moderate,0.122102451,Young,Young,Middle-aged,Young,Moderate
86.85492349,20.19822862,8.248910891,Present,Low,Moderate,11.60361836,55.42433843,Low,High,Absent,Present,Imbalanced,Present,High,0.121644821,Young,Young,Older,Young,Moderate
86.91650165,20.18963036,8.22039604,Absent,High,Low,11.60270627,55.43445545,High,Moderate,Absent,None,Imbalanced,Present,High,0.121187191,Young,Middle-aged,Middle-aged,Young,Low
86.97807981,20.1810321,8.191881188,Present,Moderate,Low,11.60179418,55.44457246,None,None,Absent,None,Balanced,Present,Moderate,0.120729561,Older,Young,Older,Young,Low
87.03965797,20.17243384,8.163366337,Present,Low,Low,11.60088209,55.45468947,Low,None,Present,Present,Imbalanced,Present,Low,0.120271931,Older,Young,Middle-aged,Young,High
87.10123612,20.16383558,8.134851485,Present,Moderate,None,11.59997,55.46480648,Low,Low,Present,Present,Balanced,Absent,High,0.119814301,Middle-aged,Middle-aged,Middle-aged,Young,High
87.16281428,20.15523732,8.106336634,Absent,High,High,11.59905791,55.47492349,High,Low,Present,Present,Balanced,Present,Moderate,0.119356671,Young,Young,Middle-aged,Young,High
87.22439244,20.14663906,8.077821782,Absent,High,Moderate,11.59814581,55.4850405,Moderate,None,Absent,None,Imbalanced,Absent,Low,0.118899041,Middle-aged,Middle-aged,Older,Young,Moderate
87.2859706,20.1380408,8.049306931,Absent,Low,None,11.59723372,55.49515752,Low,Moderate,Absent,Present,Imbalanced,Present,High,0.11844141,Middle-aged,Young,Middle-aged,Young,Low
87.34754875,20.12944254,8.020792079,Absent,Moderate,Low,11.59632163,55.50527453,Low,High,Absent,Present,Balanced,Absent,Low,0.11798378,Young,Young,Middle-aged,Young,Moderate
87.40912691,20.12084428,7.992277228,Present,Moderate,High,11.59540954,55.51539154,None,Moderate,Absent,Present,Imbalanced,Present,Low,0.11752615,Young,Young,Older,Young,High
87.47070507,20.11224602,7.963762376,Absent,Moderate,High,11.59449745,55.52550855,None,None,Absent,None,Imbalanced,Absent,Moderate,0.11706852,Young,Young,Older,Young,Low
87.53228323,20.10364776,7.935247525,Present,High,Moderate,11.59358536,55.53562556,Moderate,Low,Absent,None,Balanced,Present,Moderate,0.11661089,Older,Middle-aged,Middle-aged,Young,Moderate
87.59386139,20.0950495,7.906732673,Present,Moderate,Moderate,11.59267327,55.54574257,High,Low,Absent,Present,Imbalanced,Absent,Low,0.11615326,Older,Young,Older,Young,High
87.65543954,20.08645125,7.878217822,Present,High,High,11.59176118,55.55585959,Moderate,None,Absent,None,Balanced,Present,High,0.11569563,Middle-aged,Young,Older,Young,Moderate
87.7170177,20.07785299,7.84970297,Present,Moderate,High,11.59084908,55.5659766,Low,High,Present,Present,Balanced,Present,Moderate,0.115237999,Older,Middle-aged,Older,Young,High
87.77859586,20.06925473,7.821188119,Absent,Low,None,11.58993699,55.57609361,Moderate,High,Absent,Present,Balanced,Present,Low,0.114780369,Older,Young,Older,Young,Low
87.84017402,20.06065647,7.792673267,Present,Moderate,Low,11.5890249,55.58621062,None,None,Present,Present,Balanced,Present,Moderate,0.114322739,Older,Young,Older,Young,Low
87.90175218,20.05205821,7.764158416,Absent,Moderate,Moderate,11.58811281,55.59632763,None,None,Present,Present,Imbalanced,Present,Moderate,0.113865109,Middle-aged,Middle-aged,Middle-aged,Young,High
87.96333033,20.04345995,7.735643564,Present,High,Low,11.58720072,55.60644464,None,High,Absent,Present,Balanced,Absent,High,0.113407479,Young,Young,Older,Young,Low
88.02490849,20.03486169,7.707128713,Present,High,High,11.58628863,55.61656166,Low,Low,Absent,Present,Imbalanced,Present,Low,0.112949849,Middle-aged,Young,Middle-aged,Young,Low
88.08648665,20.02626343,7.678613861,Present,Moderate,None,11.58537654,55.62667867,None,None,Absent,None,Imbalanced,Present,Moderate,0.112492219,Young,Middle-aged,Middle-aged,Young,High
88.14806481,20.01766517,7.65009901,Absent,High,Moderate,11.58446445,55.63679568,Low,None,Present,Present,Balanced,Absent,Moderate,0.112034588,Young,Young,Older,Young,Moderate
88.20964296,20.00906691,7.621584158,Present,Moderate,Low,11.58355236,55.64691269,None,None,Present,None,Imbalanced,Present,Low,0.111576958,Middle-aged,Young,Middle-aged,Young,High
88.27122112,20.00046865,7.593069307,Absent,Low,None,11.58264026,55.6570297,None,Low,Present,Present,Balanced,Present,Low,0.111119328,Middle-aged,Young,Middle-aged,Young,Low
88.33279928,19.99187039,7.564554455,Present,High,None,11.58172817,55.66714671,None,High,Absent,Present,Balanced,Absent,Low,0.110661698,Middle-aged,Young,Middle-aged,Young,High
88.39437744,19.98327213,7.536039604,Present,High,Low,11.58081608,55.67726373,Moderate,Moderate,Present,None,Balanced,Present,Low,0.110204068,Young,Young,Older,Young,Low
88.4559556,19.97467387,7.507524752,Present,High,None,11.57990399,55.68738074,High,None,Present,Present,Imbalanced,Absent,High,0.109746438,Young,Young,Older,Young,Low
88.51753375,19.96607561,7.479009901,Absent,Moderate,None,11.5789919,55.69749775,None,Low,Absent,None,Balanced,Absent,Moderate,0.109288808,Older,Middle-aged,Middle-aged,Young,High
88.57911191,19.95747735,7.45049505,Absent,High,High,11.57807981,55.70761476,None,None,Absent,None,Balanced,Absent,Low,0.108831178,Middle-aged,Young,Middle-aged,Young,High
88.64069007,19.94887909,7.421980198,Absent,Low,High,11.57716772,55.71773177,Moderate,High,Absent,Present,Imbalanced,Absent,High,0.108373547,Older,Young,Middle-aged,Young,Low
88.70226823,19.94028083,7.393465347,Absent,Moderate,Moderate,11.57625563,55.72784878,Low,None,Present,None,Imbalanced,Absent,High,0.107915917,Young,Young,Older,Young,Low
88.76384638,19.93168257,7.364950495,Present,Low,Moderate,11.57534353,55.7379658,None,Moderate,Absent,Present,Imbalanced,Present,Moderate,0.107458287,Older,Young,Middle-aged,Young,Moderate
88.82542454,19.92308431,7.336435644,Present,Low,High,11.57443144,55.74808281,Moderate,Low,Absent,None,Imbalanced,Absent,Moderate,0.107000657,Young,Young,Middle-aged,Young,Low
88.8870027,19.91448605,7.307920792,Absent,High,Low,11.57351935,55.75819982,Moderate,Low,Absent,None,Imbalanced,Present,Moderate,0.106543027,Older,Young,Middle-aged,Young,High
88.94858086,19.90588779,7.279405941,Present,High,Low,11.57260726,55.76831683,High,None,Absent,Present,Balanced,Absent,Low,0.106085397,Middle-aged,Young,Middle-aged,Young,High
89.01015902,19.89728953,7.250891089,Present,Low,High,11.57169517,55.77843384,None,High,Absent,None,Imbalanced,Present,Low,0.105627767,Young,Middle-aged,Older,Young,Low
89.07173717,19.88869127,7.222376238,Present,Low,None,11.57078308,55.78855086,None,Low,Present,Present,Imbalanced,Absent,Low,0.105170136,Middle-aged,Young,Older,Young,Moderate
89.13331533,19.88009301,7.193861386,Absent,Moderate,Moderate,11.56987099,55.79866787,None,None,Absent,None,Imbalanced,Absent,High,0.104712506,Older,Young,Middle-aged,Young,Moderate
89.19489349,19.87149475,7.165346535,Present,Moderate,Moderate,11.5689589,55.80878488,Low,Low,Absent,Present,Balanced,Present,Low,0.104254876,Older,Young,Middle-aged,Young,Moderate
89.25647165,19.86289649,7.136831683,Absent,Moderate,Low,11.5680468,55.81890189,Low,High,Present,Present,Imbalanced,Present,High,0.103797246,Middle-aged,Middle-aged,Older,Young,Low
89.3180498,19.85429823,7.108316832,Absent,Low,Moderate,11.56713471,55.8290189,Low,Moderate,Present,None,Imbalanced,Present,Moderate,0.103339616,Young,Middle-aged,Older,Young,Low
89.37962796,19.84569997,7.07980198,Absent,Moderate,None,11.56622262,55.83913591,None,Low,Absent,None,Balanced,Present,Low,0.102881986,Middle-aged,Young,Older,Young,High
89.44120612,19.83710171,7.051287129,Present,Low,Low,11.56531053,55.84925293,Low,None,Absent,None,Balanced,Present,Low,0.102424356,Middle-aged,Young,Middle-aged,Young,Low
89.50278428,19.82850345,7.022772277,Present,Low,Low,11.56439844,55.85936994,Low,High,Absent,None,Imbalanced,Present,Low,0.101966726,Young,Young,Middle-aged,Young,Low
89.56436244,19.81990519,6.994257426,Absent,High,Low,11.56348635,55.86948695,High,High,Absent,None,Imbalanced,Present,High,0.101509095,Middle-aged,Young,Middle-aged,Young,High
89.62594059,19.81130693,6.965742574,Absent,Low,None,11.56257426,55.87960396,Low,Moderate,Absent,None,Balanced,Absent,Low,0.101051465,Older,Young,Older,Young,High
89.68751875,19.80270867,6.937227723,Present,High,Moderate,11.56166217,55.88972097,Low,None,Present,None,Balanced,Present,Low,0.100593835,Young,Middle-aged,Middle-aged,Young,Low
89.74909691,19.79411041,6.908712871,Present,High,None,11.56075008,55.89983798,High,Moderate,Present,None,Imbalanced,Present,High,0.100136205,Middle-aged,Young,Middle-aged,Young,High
89.81067507,19.78551215,6.88019802,Absent,High,Low,11.55983798,55.909955,High,High,Present,Present,Imbalanced,Present,Low,0.099678575,Middle-aged,Young,Older,Young,Low
89.87225323,19.77691389,6.851683168,Absent,Low,Low,11.55892589,55.92007201,High,Low,Absent,Present,Imbalanced,Present,High,0.099220945,Older,Middle-aged,Older,Young,High
89.93383138,19.76831563,6.823168317,Absent,Moderate,None,11.5580138,55.93018902,Moderate,High,Absent,None,Balanced,Present,High,0.098763315,Young,Middle-aged,Middle-aged,Young,Moderate
89.99540954,19.75971737,6.794653465,Present,High,None,11.55710171,55.94030603,None,High,Present,Present,Imbalanced,Present,Low,0.098305684,Older,Young,Older,Young,Low
90.0569877,19.75111911,6.766138614,Present,Moderate,Low,11.55618962,55.95042304,High,Low,Present,Present,Balanced,Absent,High,0.097848054,Young,Young,Middle-aged,Young,Moderate
90.11856586,19.74252085,6.737623762,Absent,Moderate,Moderate,11.55527753,55.96054005,High,High,Present,Present,Imbalanced,Absent,Moderate,0.097390424,Older,Middle-aged,Middle-aged,Young,Low
90.18014401,19.73392259,6.709108911,Absent,High,Moderate,11.55436544,55.97065707,Low,High,Absent,None,Imbalanced,Present,Low,0.096932794,Older,Young,Older,Young,Low
90.24172217,19.72532433,6.680594059,Present,Low,Moderate,11.55345335,55.98077408,Moderate,Moderate,Present,None,Imbalanced,Absent,High,0.096475164,Young,Young,Older,Young,High
90.30330033,19.71672607,6.652079208,Absent,High,Low,11.55254125,55.99089109,None,Moderate,Absent,None,Balanced,Present,Moderate,0.096017534,Middle-aged,Young,Middle-aged,Young,High
90.36487849,19.70812781,6.623564356,Absent,Moderate,None,11.55162916,56.0010081,Moderate,High,Absent,Present,Imbalanced,Present,High,0.095559904,Young,Young,Middle-aged,Young,High
90.42645665,19.69952955,6.595049505,Present,Low,Low,11.55071707,56.01112511,High,None,Present,Present,Imbalanced,Absent,High,0.095102273,Older,Young,Older,Young,Low
90.4880348,19.69093129,6.566534653,Present,High,Moderate,11.54980498,56.02124212,None,High,Absent,None,Balanced,Present,Low,0.094644643,Middle-aged,Young,Older,Young,Low
90.54961296,19.68233303,6.538019802,Present,Moderate,High,11.54889289,56.03135914,None,Moderate,Absent,Present,Balanced,Present,Low,0.094187013,Young,Young,Older,Young,High
90.61119112,19.67373477,6.50950495,Present,High,None,11.5479808,56.04147615,None,None,Present,Present,Balanced,Absent,Moderate,0.093729383,Older,Young,Middle-aged,Young,High
90.67276928,19.66513651,6.480990099,Present,High,None,11.54706871,56.05159316,None,None,Absent,Present,Balanced,Present,Low,0.093271753,Young,Young,Older,Young,Low
90.73434743,19.65653825,6.452475248,Present,Low,Moderate,11.54615662,56.06171017,Moderate,Moderate,Absent,Present,Imbalanced,Present,Moderate,0.092814123,Middle-aged,Young,Middle-aged,Young,High
90.79592559,19.64793999,6.423960396,Present,High,High,11.54524452,56.07182718,Low,None,Absent,Present,Balanced,Absent,Low,0.092356493,Older,Middle-aged,Middle-aged,Young,Low
90.85750375,19.63934173,6.395445545,Present,Moderate,High,11.54433243,56.08194419,Moderate,Low,Present,Present,Balanced,Absent,Moderate,0.091898863,Middle-aged,Young,Older,Young,High
90.91908191,19.63074347,6.366930693,Absent,High,High,11.54342034,56.09206121,Low,Low,Absent,None,Imbalanced,Absent,High,0.091441232,Older,Young,Older,Young,Moderate
90.98066007,19.62214521,6.338415842,Absent,Low,Low,11.54250825,56.10217822,Low,Moderate,Present,Present,Balanced,Absent,High,0.090983602,Young,Young,Middle-aged,Young,Moderate
91.04223822,19.61354695,6.30990099,Absent,Moderate,None,11.54159616,56.11229523,Low,High,Absent,Present,Balanced,Present,Moderate,0.090525972,Middle-aged,Middle-aged,Middle-aged,Young,Low
91.10381638,19.60494869,6.281386139,Absent,Low,Low,11.54068407,56.12241224,High,Moderate,Present,Present,Balanced,Absent,Moderate,0.090068342,Middle-aged,Young,Middle-aged,Young,Low
91.16539454,19.59635044,6.252871287,Absent,Low,Low,11.53977198,56.13252925,None,None,Absent,Present,Balanced,Absent,High,0.089610712,Older,Young,Middle-aged,Young,Low
91.2269727,19.58775218,6.224356436,Absent,Moderate,Low,11.53885989,56.14264626,High,Low,Present,None,Imbalanced,Present,Moderate,0.089153082,Young,Young,Older,Young,Moderate
91.28855086,19.57915392,6.195841584,Present,Moderate,Low,11.53794779,56.15276328,High,None,Absent,Present,Imbalanced,Present,Moderate,0.088695452,Young,Young,Middle-aged,Young,Moderate
91.35012901,19.57055566,6.167326733,Present,Moderate,High,11.5370357,56.16288029,None,None,Present,None,Balanced,Absent,Low,0.088237821,Older,Middle-aged,Middle-aged,Young,Moderate
91.41170717,19.5619574,6.138811881,Present,Low,Moderate,11.53612361,56.1729973,Moderate,Moderate,Absent,Present,Balanced,Absent,Low,0.087780191,Middle-aged,Young,Middle-aged,Young,Low
91.47328533,19.55335914,6.11029703,Absent,Low,High,11.53521152,56.18311431,None,High,Absent,None,Balanced,Absent,Moderate,0.087322561,Young,Young,Middle-aged,Young,Low
91.53486349,19.54476088,6.081782178,Present,Moderate,High,11.53429943,56.19323132,Moderate,Low,Absent,None,Imbalanced,Absent,High,0.086864931,Middle-aged,Young,Middle-aged,Young,Moderate
91.59644164,19.53616262,6.053267327,Present,Low,Moderate,11.53338734,56.20334833,None,Moderate,Absent,None,Balanced,Present,Moderate,0.086407301,Middle-aged,Young,Middle-aged,Young,Moderate
91.6580198,19.52756436,6.024752475,Present,High,High,11.53247525,56.21346535,High,Low,Present,None,Balanced,Absent,Low,0.085949671,Middle-aged,Young,Middle-aged,Young,Low
91.71959796,19.5189661,5.996237624,Absent,Moderate,High,11.53156316,56.22358236,Low,High,Present,Present,Balanced,Absent,Moderate,0.085492041,Middle-aged,Young,Older,Young,High
91.78117612,19.51036784,5.967722772,Present,High,Moderate,11.53065107,56.23369937,None,None,Absent,Present,Balanced,Absent,Low,0.08503441,Young,Young,Middle-aged,Young,Low
91.84275428,19.50176958,5.939207921,Absent,Moderate,Low,11.52973897,56.24381638,Low,Low,Present,Present,Imbalanced,Present,Moderate,0.08457678,Young,Young,Middle-aged,Young,High
91.90433243,19.49317132,5.910693069,Present,High,High,11.52882688,56.25393339,Moderate,Moderate,Absent,Present,Imbalanced,Absent,Moderate,0.08411915,Middle-aged,Young,Older,Young,Low
91.96591059,19.48457306,5.882178218,Absent,Moderate,Moderate,11.52791479,56.26405041,Low,Moderate,Absent,Present,Balanced,Present,Moderate,0.08366152,Middle-aged,Middle-aged,Middle-aged,Young,Low
92.02748875,19.4759748,5.853663366,Present,Moderate,Low,11.5270027,56.27416742,Moderate,None,Absent,None,Balanced,Absent,Moderate,0.08320389,Older,Young,Middle-aged,Young,High
92.08906691,19.46737654,5.825148515,Absent,Low,Moderate,11.52609061,56.28428443,Moderate,Low,Absent,None,Imbalanced,Present,High,0.08274626,Middle-aged,Young,Middle-aged,Young,Low
92.15064506,19.45877828,5.796633663,Absent,High,Moderate,11.52517852,56.29440144,Moderate,High,Present,None,Balanced,Absent,Low,0.08228863,Older,Young,Older,Young,Moderate
92.21222322,19.45018002,5.768118812,Absent,High,High,11.52426643,56.30451845,None,High,Present,None,Imbalanced,Absent,Low,0.081831,Young,Young,Middle-aged,Young,High
92.27380138,19.44158176,5.73960396,Present,Low,None,11.52335434,56.31463546,None,Moderate,Absent,None,Balanced,Absent,High,0.081373369,Young,Middle-aged,Middle-aged,Young,High
92.33537954,19.4329835,5.711089109,Present,High,None,11.52244224,56.32475248,None,Low,Absent,None,Balanced,Absent,Moderate,0.080915739,Young,Middle-aged,Middle-aged,Young,Low
92.3969577,19.42438524,5.682574257,Present,High,None,11.52153015,56.33486949,Low,High,Present,None,Balanced,Present,High,0.080458109,Young,Young,Middle-aged,Young,Low
92.45853585,19.41578698,5.654059406,Absent,High,Moderate,11.52061806,56.3449865,None,Moderate,Present,Present,Balanced,Present,Low,0.080000479,Young,Middle-aged,Older,Young,Low
92.52011401,19.40718872,5.625544554,Absent,Low,None,11.51970597,56.35510351,Moderate,Moderate,Present,None,Imbalanced,Present,Low,0.079542849,Middle-aged,Middle-aged,Older,Young,High
92.58169217,19.39859046,5.597029703,Present,Moderate,High,11.51879388,56.36522052,Low,None,Absent,Present,Balanced,Absent,High,0.079085219,Young,Young,Middle-aged,Young,Low
92.64327033,19.3899922,5.568514851,Present,Moderate,Moderate,11.51788179,56.37533753,Moderate,Low,Present,None,Balanced,Absent,High,0.078627589,Older,Young,Middle-aged,Young,Low
92.70484848,19.38139394,5.54,Present,Moderate,High,11.5169697,56.38545455,None,High,Absent,None,Balanced,Absent,High,0.078169958,Older,Young,Older,Young,Moderate
92.76642664,19.37279568,5.511485149,Present,High,Low,11.51605761,56.39557156,Moderate,Moderate,Absent,Present,Imbalanced,Present,Moderate,0.077712328,Young,Young,Middle-aged,Young,Moderate
92.8280048,19.36419742,5.482970297,Present,Moderate,Moderate,11.51514551,56.40568857,Low,Low,Present,None,Imbalanced,Absent,Low,0.077254698,Middle-aged,Middle-aged,Middle-aged,Young,Low
92.88958296,19.35559916,5.454455446,Present,Moderate,None,11.51423342,56.41580558,Moderate,Low,Present,None,Imbalanced,Present,Low,0.076797068,Young,Middle-aged,Middle-aged,Young,Moderate
92.95116112,19.3470009,5.425940594,Absent,High,Moderate,11.51332133,56.42592259,Moderate,Moderate,Present,None,Imbalanced,Absent,Moderate,0.076339438,Young,Young,Middle-aged,Young,Moderate
93.01273927,19.33840264,5.397425743,Present,Low,Moderate,11.51240924,56.4360396,Low,High,Absent,Present,Imbalanced,Present,High,0.075881808,Young,Young,Older,Young,Moderate
93.07431743,19.32980438,5.368910891,Absent,High,Low,11.51149715,56.44615662,High,Moderate,Absent,None,Imbalanced,Present,High,0.075424178,Young,Middle-aged,Middle-aged,Young,Low
93.13589559,19.32120612,5.34039604,Present,Moderate,Low,11.51058506,56.45627363,None,None,Absent,None,Balanced,Present,Moderate,0.074966547,Older,Young,Older,Young,Low
93.19747375,19.31260786,5.311881188,Present,Low,Low,11.50967297,56.46639064,Low,None,Present,Present,Imbalanced,Present,Low,0.074508917,Older,Young,Middle-aged,Young,High
93.25905191,19.3040096,5.283366337,Present,Moderate,None,11.50876088,56.47650765,Low,Low,Present,Present,Balanced,Absent,High,0.074051287,Middle-aged,Middle-aged,Middle-aged,Young,High
93.32063006,19.29541134,5.254851485,Absent,High,High,11.50784878,56.48662466,High,Low,Present,Present,Balanced,Present,Moderate,0.073593657,Young,Young,Middle-aged,Young,High
93.38220822,19.28681308,5.226336634,Absent,High,Moderate,11.50693669,56.49674167,Moderate,None,Absent,None,Imbalanced,Absent,Low,0.073136027,Middle-aged,Middle-aged,Older,Young,Moderate
93.44378638,19.27821482,5.197821782,Absent,Low,None,11.5060246,56.50685869,Low,Moderate,Absent,Present,Imbalanced,Present,High,0.072678397,Middle-aged,Young,Middle-aged,Young,Low
93.50536454,19.26961656,5.169306931,Absent,Moderate,Low,11.50511251,56.5169757,Low,High,Absent,Present,Balanced,Absent,Low,0.072220767,Young,Young,Middle-aged,Young,Moderate
93.56694269,19.2610183,5.140792079,Present,Moderate,High,11.50420042,56.52709271,None,Moderate,Absent,Present,Imbalanced,Present,Low,0.071763137,Young,Young,Older,Young,High
93.62852085,19.25242004,5.112277228,Absent,Moderate,High,11.50328833,56.53720972,None,None,Absent,None,Imbalanced,Absent,Moderate,0.071305506,Young,Young,Older,Young,Low
93.69009901,19.24382178,5.083762376,Present,High,Moderate,11.50237624,56.54732673,Moderate,Low,Absent,None,Balanced,Present,Moderate,0.070847876,Older,Middle-aged,Middle-aged,Young,Moderate
93.75167717,19.23522352,5.055247525,Present,Moderate,Moderate,11.50146415,56.55744374,High,Low,Absent,Present,Imbalanced,Absent,Low,0.070390246,Older,Young,Older,Young,High
93.81325533,19.22662526,5.026732673,Present,High,High,11.50055206,56.56756076,Moderate,None,Absent,None,Balanced,Present,High,0.069932616,Middle-aged,Young,Older,Young,Moderate
93.87483348,19.218027,4.998217822,Present,Moderate,High,11.49963996,56.57767777,Low,High,Present,Present,Balanced,Present,Moderate,0.069474986,Older,Middle-aged,Older,Young,High
93.93641164,19.20942874,4.96970297,Absent,Low,None,11.49872787,56.58779478,Moderate,High,Absent,Present,Balanced,Present,Low,0.069017356,Older,Young,Older,Young,Low
93.9979898,19.20083048,4.941188119,Present,Moderate,Low,11.49781578,56.59791179,None,None,Present,Present,Balanced,Present,Moderate,0.068559726,Older,Young,Older,Young,Low
94.05956796,19.19223222,4.912673267,Absent,Moderate,Moderate,11.49690369,56.6080288,None,None,Present,Present,Imbalanced,Present,Moderate,0.068102095,Middle-aged,Middle-aged,Middle-aged,Young,High
94.12114611,19.18363396,4.884158416,Present,High,Low,11.4959916,56.61814581,None,High,Absent,Present,Balanced,Absent,High,0.067644465,Young,Young,Older,Young,Low
94.18272427,19.1750357,4.855643564,Present,High,High,11.49507951,56.62826283,Low,Low,Absent,Present,Imbalanced,Present,Low,0.067186835,Middle-aged,Young,Middle-aged,Young,Low
